president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp,,
Donald Trump,Voters,7/3/2018,1/24/2017,1/28/2017,Ipsos,B+,573,lv,0.122314,0,46.5,45.8,46.39709,44.20516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49422,77556,3/1/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,1/25/2017,1/29/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.103974,0,53,47,49.06544,46.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49239,77251,1/30/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,1/25/2017,1/29/2017,Ipsos,B+,576,lv,0.119088,0,48.3,46.2,48.19709,44.60516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49421,77555,3/1/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,1/26/2017,1/28/2017,Morning Consult,B-,1991,rv,0.7914965,0,49,41,46.6976,42.98048,,,http://www.politico.com/story/2017/02/poll-donald-trump-voter-fraud-234458,49241,77253,1/29/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,1/26/2017,1/30/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.2973784,0,51,49,47.06544,48.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49243,77255,1/31/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,1/26/2017,1/30/2017,SurveyMonkey,D-,3949,rv,0.2181826,0,49,50,46.74711,48.43227,,,https://drive.google.com/file/d/0BxxpEMTW3kArMGwwRzA0QUc0Q00/view,49240,77458,1/31/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,1/26/2017,1/30/2017,Ipsos,B+,780,lv,0.1566682,0,48.6,44.8,48.49709,43.20516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49420,77554,3/1/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,1/27/2017,1/31/2017,Ipsos,B+,1131,lv,0.2215935,0,48.3,44.9,48.19709,43.30516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49419,77553,3/1/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,1/29/2017,1/31/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1551301,0,53,47,49.06544,46.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49250,77262,2/1/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,1/28/2017,1/31/2017,YouGov,B,1278,rv,0.8109716,0,47,45,46.31252,45.44645,,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/qg8b1mgh4b/econToplines.pdf,49268,77283,2/1/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,1/28/2017,2/1/2017,Ipsos,B+,1122,lv,0.2157139,0,47.9,45.5,47.7971,43.90516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49418,77552,3/1/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,1/29/2017,2/2/2017,Ipsos,B+,1126,lv,0.2136486,0,47.7,46.1,47.5971,44.50516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49417,77551,3/1/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,1/30/2017,1/31/2017,Public Policy Polling,B,725,rv,0.7824737,0,47,49,47.18797,49.03001,,,http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_2217.pdf,49238,77250,2/1/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,1/30/2017,2/1/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1516319,0,53,47,49.06544,46.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49258,77270,2/2/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,1/31/2017,2/2/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.148639,0,54,46,50.06544,45.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49263,77275,2/3/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,1/30/2017,2/3/2017,Ipsos,B+,1167,lv,0.2197382,0,47.3,46,47.19709,44.40516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49416,77550,3/1/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,1/31/2017,2/4/2017,Ipsos,B+,961,lv,0.1805972,0,46.8,46.6,46.69709,45.00516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49415,77549,3/1/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,1/30/2017,2/5/2017,SurveyMonkey,D-,8447,rv,0.3224885,0,47,52,44.74711,50.43227,,,https://drive.google.com/file/d/0B99Qs2h04TA7U2k3eVRPOWlPVzQ/view,49272,77457,2/6/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/2/2017,2/4/2017,Morning Consult,B-,2070,rv,0.7955751,0,47,46,44.6976,47.98048,,,http://www.politico.com/story/2017/02/trump-democrats-poll-234778,49275,77289,2/5/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/2/2017,2/4/2017,Zogby Interactive/JZ Analytics,C,860,lv,0.8962702,0,47,43,45.46129,44.04746,,,https://www.zogbyanalytics.com/news/768-voters-agree-with-president-trump-s-executive-orders-president-s-approval-rating-up,49270,77284,2/5/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/1/2017,2/5/2017,Ipsos,B+,594,lv,0.1117928,0,48.7,45.4,48.5971,43.80516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49414,77548,3/1/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/1/2017,2/5/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.0870447,0,53,47,49.06544,46.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49256,77268,2/6/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/2/2017,2/6/2017,Ipsos,B+,580,lv,0.1094476,0,46.3,48.7,46.19709,47.10516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49413,77547,3/1/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/2/2017,2/6/2017,Quinnipiac University,A-,1155,rv,1.502467,0,42,51,44.66114,49.16095,,,https://poll.qu.edu/national/release-detail?ReleaseID=2427,49276,77290,2/7/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/2/2017,2/6/2017,McLaughlin & Associates,C-,1000,lv,0.7322547,0,48,48,44.78863,49.58133,,,http://mclaughlinonline.com/2017/11/16/ma-national-survey-results-11-14-17/,50468,79636,11/16/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/2/2017,2/6/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.2568875,0,53,47,49.06544,46.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49271,77285,2/7/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/3/2017,2/7/2017,Ipsos,B+,597,lv,0.1130249,0,47.5,47.8,47.39709,46.20516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49412,77546,3/1/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/4/2017,2/8/2017,Ipsos,B+,539,lv,0.1024579,0,48.3,47.6,48.19709,46.00516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49411,77545,3/1/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/5/2017,2/7/2017,YouGov,B,1315,rv,0.8820028,0,44,49,43.31252,49.44645,,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/4zurt7hzwj/econToplines.pdf,49273,77292,2/8/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/5/2017,2/7/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1401103,0,53,47,49.06544,46.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49277,77291,2/8/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/5/2017,2/6/2017,Emerson College,B+,617,rv,1.095338,0,48,47,47.29564,48.16666,,,http://media.wix.com/ugd/3bebb2_ad9933217cc64d9c9fdf4e34a27756c1.pdf,49292,77307,2/7/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/6/2017,2/8/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1395808,0,53,47,49.06544,46.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49290,77305,2/9/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/5/2017,2/9/2017,Ipsos,B+,548,lv,0.1046486,0,48.7,47.4,48.5971,45.80516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49410,77544,3/1/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/7/2017,2/8/2017,Public Policy Polling,B,712,rv,0.8233231,0,43,53,43.18797,53.03001,,,http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_21017.pdf,49287,77302,2/9/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/7/2017,2/9/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1390093,0,52,48,48.06544,47.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49278,77293,2/10/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/6/2017,2/10/2017,Ipsos,B+,564,lv,0.1082642,0,45.8,50.7,45.69709,49.10516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49409,77543,3/1/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/6/2017,2/12/2017,SurveyMonkey,D-,8571,rv,0.2813616,0,46,53,43.74711,51.43227,,,https://drive.google.com/file/d/0BztOs71zt1WpVE9uajdzMDRfckk/view,49281,77456,2/13/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/7/2017,2/11/2017,Ipsos,B+,577,lv,0.1113376,0,48.9,45.9,48.7971,44.30516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49408,77542,3/1/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/8/2017,2/12/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.0826714,0,52,48,48.06544,47.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49284,77299,2/13/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/9/2017,2/10/2017,Morning Consult,B-,1791,rv,0.7121544,0,49,45,46.6976,46.98048,,,https://morningconsult.com/2017/02/15/poll-warren-wouldnt-beat-trump-2020-another-democrat/,49296,77311,2/11/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/8/2017,2/12/2017,Ipsos,B+,573,lv,0.1110962,0,48.1,46.9,47.99709,45.30516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49407,77541,3/1/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/7/2017,2/12/2017,Pew Research Center,B-,1246,rv,1.409847,0,42,54,43.02392,52.52858,,,http://www.people-press.org/2017/02/16/presidential-approval-detailed-tables-february-2017/,49308,77324,2/13/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/9/2017,2/13/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.2456696,0,52,48,48.06544,47.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49288,77303,2/14/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/9/2017,2/13/2017,Ipsos,B+,592,lv,0.1152583,0,47.8,47.2,47.69709,45.60516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49406,77540,3/1/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/11/2017,2/13/2017,Fox News,A,1013,rv,1.81272,0,48,47,47.24952,47.51031,,,http://www.foxnews.com/politics/interactive/2017/02/14/fox-news-poll-february-14-2017/,49293,77308,2/14/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/10/2017,2/14/2017,Ipsos,B+,582,lv,0.1136831,0,47.2,48.4,47.0971,46.80516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49405,77539,3/1/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/11/2017,2/13/2017,Harris Interactive,C+,2148,rv,1.342118,0,48,52,45.82914,50.78573,,,http://harvardharrispoll.com/wp-content/uploads/2017/02/Harvard-Harris-Topline-2.17.2017-Final.pdf,49369,77450,2/14/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/12/2017,2/14/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1357629,0,53,47,49.06544,46.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49294,77309,2/15/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/11/2017,2/15/2017,Ipsos,B+,574,lv,0.1123323,0,49.2,46.7,49.0971,45.10516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49404,77538,3/1/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/12/2017,2/14/2017,YouGov,B,1100,rv,0.7709995,0,46,49,45.31252,49.44645,,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/5amsxmrtih/econToplines.pdf,49295,77312,2/15/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/12/2017,2/16/2017,Ipsos,B+,545,lv,0.1067756,0,47.3,49,47.19709,47.40516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49403,77537,3/1/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/13/2017,2/15/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1360041,0,55,45,51.06544,44.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49302,77318,2/16/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/13/2017,2/17/2017,Ipsos,B+,708,lv,0.1388659,0,46,51.3,45.89709,49.70516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49402,77536,3/1/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/14/2017,2/16/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1360634,0,55,45,51.06544,44.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49300,77316,2/17/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/13/2017,2/17/2017,SurveyMonkey,D-,8416,rv,0.2551122,0,47,53,44.74711,51.43227,,,https://drive.google.com/file/d/0B83Vpfes67zfUGtRQ1pxWTdKS0E/view,49306,77455,2/18/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/14/2017,2/18/2017,Ipsos,B+,643,lv,0.1264103,0,45.2,52.3,45.0971,50.70516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49401,77535,3/1/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/15/2017,2/19/2017,Marist College,A,864,rv,1.683023,0,41,49,41.91275,49.68762,,,http://www.mcclatchydc.com/news/politics-government/white-house/article134111259.html,49315,77331,2/20/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/15/2017,2/19/2017,Ipsos,B+,590,lv,0.1163623,0,46.3,50.5,46.19709,48.90516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49400,77534,3/1/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/15/2017,2/19/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.0815049,0,51,49,47.06544,48.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49305,77321,2/20/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/15/2017,2/20/2017,McLaughlin & Associates,C-,1000,lv,0.7230979,0,51,44,47.78863,45.58133,,,http://mclaughlinonline.com/2017/11/16/ma-national-survey-results-11-14-17/,50467,79635,11/16/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/16/2017,2/20/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.2429249,0,50,50,46.06544,49.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49311,77327,2/21/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/16/2017,2/20/2017,Ipsos,B+,587,lv,0.1162147,0,44.5,50.8,44.39709,49.20516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49399,77533,3/1/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/16/2017,2/19/2017,Morning Consult,B-,2013,rv,0.7853613,0,49,44,46.6976,45.98048,,,https://morningconsult.com/2017/02/22/voters-expecting-trumps-first-month-office/,49321,77337,2/20/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/17/2017,2/21/2017,Ipsos,B+,634,lv,0.1260485,0,43.5,51.6,43.39709,50.00516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49398,77532,3/1/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/16/2017,2/21/2017,Quinnipiac University,A-,1323,rv,1.6581,0,38,55,40.66114,53.16095,,,https://poll.qu.edu/national/release-detail?ReleaseID=2431,49318,77334,2/22/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/18/2017,2/22/2017,Ipsos,B+,452,lv,0.0902731,0,44.1,49,43.99709,47.40516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49397,77531,3/1/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/19/2017,2/21/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.134666,0,51,49,47.06544,48.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49323,77339,2/22/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/17/2017,2/23/2017,SurveyMonkey,D-,9657,rv,0.3294427,0,45,54,42.74711,52.43227,,,https://drive.google.com/file/d/0BztOs71zt1WpMmR6UnY1dExBa3M/view,49330,77454,2/24/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/18/2017,2/22/2017,YouGov,B,1198,rv,0.8443318,0,48,48,47.31252,48.44645,,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/fu3pv5rt9s/econToplines.pdf,49325,77349,2/23/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/19/2017,2/23/2017,Ipsos,B+,513,lv,0.1028209,0,43.1,49.8,42.99709,48.20516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49396,77530,3/1/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/20/2017,2/22/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1351094,0,52,47,48.06544,46.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49329,77345,2/23/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/21/2017,2/23/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1353645,0,53,47,49.06544,46.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49317,77333,2/24/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/21/2017,2/22/2017,Public Policy Polling,B,941,rv,1.160848,0,45,48,45.18797,48.03001,,,http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_22417.pdf,49324,77340,2/23/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/20/2017,2/24/2017,Ipsos,B+,638,lv,0.128264,0,42.3,51.7,42.19709,50.10516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49395,77529,3/1/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/21/2017,2/25/2017,Ipsos,B+,621,lv,0.1252497,0,45.3,48.7,45.19709,47.10516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49394,77528,3/1/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/22/2017,2/26/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.0812957,0,51,49,47.06544,48.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49372,77453,2/27/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/22/2017,2/26/2017,Ipsos,B+,580,lv,0.1173929,0,46,48.6,45.89709,47.00516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49393,77527,3/1/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/23/2017,2/27/2017,Ipsos,B+,573,lv,0.1164207,0,46.5,47.9,46.39709,46.30516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49392,77526,3/1/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/24/2017,2/26/2017,Morning Consult,B-,2000,rv,0.7566019,0,50,45,47.6976,46.98048,,,https://morningconsult.com/2017/02/28/trump-joint-session-speech-campaign-promises/,49380,77474,3/1/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/23/2017,2/27/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.2425136,0,50,50,46.06544,49.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49373,77459,2/28/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/24/2017,2/28/2017,Ipsos,B+,566,lv,0.1154641,0,47.8,47.2,47.69709,45.60516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49441,77620,3/3/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/26/2017,2/28/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1346041,0,50,50,46.06544,49.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49379,77473,3/1/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/25/2017,3/1/2017,Ipsos,B+,494,lv,0.1011487,0,49.4,46.4,49.2971,44.80516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49440,77619,3/3/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/25/2017,3/1/2017,YouGov,B,1251,rv,0.8816665,0,45,51,44.31252,51.44645,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/qai0kpu1rl/econTabReport.pdf,49433,77607,3/2/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/27/2017,3/1/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1351094,0,52,48,48.06544,47.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49434,77608,3/2/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/26/2017,3/2/2017,Ipsos,B+,505,lv,0.1037193,0,47.2,48.2,47.0971,46.60516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49442,77618,3/3/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/27/2017,3/3/2017,Ipsos,B+,524,lv,0.107898,0,47.3,48.6,47.19709,47.00516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49456,77643,3/7/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/28/2017,3/2/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1353645,0,53,47,49.06544,46.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49437,77612,3/3/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,2/28/2017,3/4/2017,Ipsos,B+,551,lv,0.1136875,0,46.2,48.5,46.0971,46.90516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49455,77642,3/7/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/1/2017,3/5/2017,Ipsos,B+,543,lv,0.1122252,0,47,47.7,46.89709,46.10516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49454,77641,3/7/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/1/2017,3/5/2017,Suffolk University,B+,1000,rv,1.491611,0,47,44,47.45283,43.69948,,,http://www.suffolk.edu/academics/10741.php,49458,77649,3/7/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/1/2017,3/5/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.0812957,0,52,48,48.06544,47.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49445,77627,3/6/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/2/2017,3/5/2017,Monmouth University,A+,722,rv,1.564866,0,44,46,44.15133,47.37589,,,https://www.monmouth.edu/WorkArea/DownloadAsset.aspx?id=40802213454,49449,77632,3/6/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/2/2017,3/6/2017,Morning Consult,B-,1992,rv,0.7486934,0,50,45,47.6976,46.98048,,,https://morningconsult.com/2017/03/08/poll-americans-dont-want-budget-cuts-government-agencies/,49459,77650,3/8/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/2/2017,3/6/2017,Ipsos,B+,539,lv,0.1116007,0,48.1,46.7,47.99709,45.10516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49453,77640,3/7/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/2/2017,3/6/2017,Quinnipiac University,A-,1283,rv,1.629253,0,41,52,43.66114,50.16095,,,https://poll.qu.edu/national/release-detail?ReleaseID=2436,49457,77648,3/7/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/2/2017,3/6/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.2425136,0,51,49,47.06544,48.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49450,77633,3/7/2017,15:19:06  3 Jul 2018,,
